timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-11-03T00:49:13,codecarbon,ad30ee25-7329-4b02-a3c0-84c674b8f66c,0.026925325393676758,1.1401836100637123e-07,4.234614042330115e-06,42.5,0.0,5.780492305755615,2.9436316755082875e-07,0,1.9211784062918012e-08,3.1357495161374677e-07,Ireland,IRL,leinster,,,Windows-10-10.0.19041-SP0,3.9.0,2.3.1,4,Intel(R) Core(TM) i7-6500U CPU @ 2.50GHz,,,-6.2483,53.3586,15.41464614868164,machine,N,1.0
