accuracy,f1_score,log_loss,fpr,tpr,auc,preprocess_time,training_time,prediction_time,model_size,n_samples,n_features,enery_prep,energy_train,energy_pred
0.8691588785046729,0.7021276595744681,0.27045442557618715,"[0.         0.00617284 0.00617284 0.01234568 0.01851852 0.01851852
 0.01851852 0.01851852 0.02469136 0.02469136 0.0308642  0.03703704
 0.03703704 0.04320988 0.04320988 0.05555556 0.05555556 0.05555556
 0.05555556 0.05555556 0.0617284  0.07407407 0.08024691 0.08024691
 0.08641975 0.08641975 0.09259259 0.09876543 0.09876543 0.11728395
 0.12962963 0.12962963 0.12962963 0.12962963 0.14197531 0.16666667
 0.17283951 0.17283951 0.19753086 0.20987654 0.22839506 0.2345679
 0.24691358 0.2654321  0.27777778 0.28395062 0.30246914 0.34567901
 0.37654321 0.42592593 0.51234568 0.66049383 1.        ]","[0.         0.01923077 0.05769231 0.07692308 0.07692308 0.09615385
 0.13461538 0.15384615 0.23076923 0.26923077 0.28846154 0.34615385
 0.36538462 0.42307692 0.44230769 0.48076923 0.5        0.53846154
 0.59615385 0.63461538 0.67307692 0.71153846 0.73076923 0.76923077
 0.76923077 0.78846154 0.78846154 0.80769231 0.84615385 0.84615385
 0.84615385 0.86538462 0.92307692 0.94230769 0.94230769 0.94230769
 0.96153846 0.98076923 0.98076923 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.        ]",0.9389838556505223,0.005892753601074219,0.1210334300994873,0.0072231292724609375,2516,385,4,2.7222007129549695e-08,4.4065605597421093e-07,2.3138403387921937e-08
0.7757009345794392,0.5102040816326531,0.5519033589617719,"[0.         0.         0.         0.         0.         0.00617284
 0.00617284 0.00617284 0.01234568 0.01851852 0.02469136 0.02469136
 0.03703704 0.04320988 0.04320988 0.05555556 0.05555556 0.0617284
 0.0617284  0.06790123 0.06790123 0.07407407 0.08024691 0.10493827
 0.11728395 0.11728395 0.12962963 0.13580247 0.13580247 0.14197531
 0.14197531 0.14814815 0.17283951 0.18518519 0.18518519 0.19753086
 0.20987654 0.20987654 0.21604938 0.21604938 0.2345679  0.2345679
 0.24074074 0.25308642 0.25925926 0.2654321  0.27777778 0.28395062
 0.2962963  0.30246914 0.30246914 0.30864198 0.32716049 0.33333333
 0.35802469 0.37654321 0.40123457 0.40740741 0.44444444 0.4691358
 0.52469136 0.58024691 0.61728395 0.67283951 0.7962963  1.        ]","[0.         0.01923077 0.07692308 0.09615385 0.13461538 0.13461538
 0.15384615 0.19230769 0.21153846 0.25       0.25       0.28846154
 0.28846154 0.30769231 0.34615385 0.34615385 0.36538462 0.38461538
 0.40384615 0.42307692 0.44230769 0.44230769 0.46153846 0.46153846
 0.46153846 0.48076923 0.48076923 0.48076923 0.51923077 0.57692308
 0.63461538 0.65384615 0.65384615 0.65384615 0.67307692 0.67307692
 0.69230769 0.71153846 0.73076923 0.75       0.75       0.78846154
 0.78846154 0.78846154 0.82692308 0.82692308 0.84615385 0.86538462
 0.86538462 0.88461538 0.90384615 0.92307692 0.94230769 0.94230769
 0.94230769 0.94230769 0.94230769 0.94230769 0.94230769 0.94230769
 0.94230769 0.96153846 0.96153846 0.96153846 0.98076923 1.        ]",0.8467473884140551,0.012703657150268555,0.09963488578796387,0.0071544647216796875,2516,385,4,3.250832230727689e-08,3.602120538329518e-07,2.4211500153082906e-08
0.8364485981308412,0.6464646464646464,0.536387167082295,"[0.         0.00617284 0.01234568 0.01234568 0.01234568 0.01851852
 0.01851852 0.01851852 0.0308642  0.03703704 0.0617284  0.0617284
 0.0617284  0.06790123 0.06790123 0.07407407 0.07407407 0.07407407
 0.07407407 0.08024691 0.08024691 0.08024691 0.08024691 0.08641975
 0.09259259 0.09259259 0.09259259 0.09876543 0.11111111 0.11111111
 0.11728395 0.12345679 0.12345679 0.12962963 0.13580247 0.13580247
 0.14197531 0.14197531 0.14814815 0.14814815 0.16049383 0.17283951
 0.17901235 0.19135802 0.2037037  0.24074074 0.24691358 0.2654321
 0.29012346 0.31481481 0.33333333 0.37654321 0.38888889 0.4382716
 0.52469136 0.58024691 0.72222222 0.86419753 1.        ]","[0.         0.         0.         0.03846154 0.05769231 0.07692308
 0.09615385 0.13461538 0.15384615 0.15384615 0.19230769 0.30769231
 0.32692308 0.32692308 0.36538462 0.36538462 0.38461538 0.44230769
 0.46153846 0.48076923 0.5        0.53846154 0.55769231 0.55769231
 0.57692308 0.61538462 0.63461538 0.63461538 0.65384615 0.67307692
 0.71153846 0.71153846 0.73076923 0.73076923 0.75       0.78846154
 0.78846154 0.80769231 0.80769231 0.82692308 0.86538462 0.88461538
 0.88461538 0.88461538 0.90384615 0.90384615 0.90384615 0.90384615
 0.90384615 0.90384615 0.90384615 0.90384615 0.90384615 0.90384615
 0.92307692 0.92307692 0.96153846 0.98076923 1.        ]",0.8580840455840455,0.008170127868652344,0.1229701042175293,0.014492988586425781,2516,385,4,3.342799070230431e-08,3.7874660859485594e-07,5.4571275663245814e-08
0.8644859813084113,0.6947368421052632,0.337537747028599,"[0.         0.00617284 0.00617284 0.00617284 0.00617284 0.00617284
 0.00617284 0.01234568 0.01234568 0.01851852 0.01851852 0.02469136
 0.03703704 0.03703704 0.04320988 0.04938272 0.04938272 0.04938272
 0.04938272 0.05555556 0.0617284  0.0617284  0.07407407 0.07407407
 0.09876543 0.10493827 0.11728395 0.12345679 0.13580247 0.14197531
 0.16049383 0.16049383 0.17283951 0.17283951 0.18518519 0.19135802
 0.2037037  0.20987654 0.21604938 0.22222222 0.22839506 0.24691358
 0.25925926 0.27777778 0.30246914 0.30864198 0.32098765 0.37654321
 0.40740741 0.44444444 0.48765432 0.59876543 0.79012346 1.        ]","[0.         0.03846154 0.09615385 0.15384615 0.19230769 0.23076923
 0.25       0.26923077 0.30769231 0.32692308 0.34615385 0.34615385
 0.36538462 0.38461538 0.44230769 0.48076923 0.51923077 0.55769231
 0.61538462 0.61538462 0.63461538 0.69230769 0.69230769 0.71153846
 0.71153846 0.73076923 0.73076923 0.75       0.75       0.75
 0.76923077 0.78846154 0.78846154 0.80769231 0.80769231 0.82692308
 0.82692308 0.84615385 0.84615385 0.86538462 0.86538462 0.86538462
 0.88461538 0.90384615 0.90384615 0.90384615 0.90384615 0.92307692
 0.94230769 0.94230769 0.98076923 0.98076923 1.         1.        ]",0.8981481481481481,0.006703853607177734,0.11660361289978027,0.005903005599975586,2516,385,4,2.4495957362131982e-08,4.798670115785999e-07,1.9400836245828698e-08
0.7850467289719626,0.5660377358490566,0.3712187109890412,"[0.         0.         0.00617284 0.00617284 0.01851852 0.01851852
 0.01851852 0.01851852 0.02469136 0.03703704 0.03703704 0.03703704
 0.04320988 0.04320988 0.05555556 0.05555556 0.0617284  0.06790123
 0.06790123 0.06790123 0.07407407 0.11111111 0.11728395 0.11728395
 0.13580247 0.14814815 0.16049383 0.16666667 0.16666667 0.17283951
 0.17283951 0.17283951 0.18518519 0.19135802 0.19135802 0.19753086
 0.20987654 0.22222222 0.22222222 0.22839506 0.2345679  0.24074074
 0.25925926 0.2654321  0.29012346 0.29012346 0.30246914 0.35185185
 0.39506173 0.40740741 0.41358025 0.43209877 0.46296296 0.50617284
 0.60493827 0.67901235 1.        ]","[0.         0.01923077 0.01923077 0.05769231 0.07692308 0.09615385
 0.13461538 0.17307692 0.17307692 0.17307692 0.19230769 0.23076923
 0.23076923 0.26923077 0.30769231 0.32692308 0.32692308 0.34615385
 0.38461538 0.40384615 0.40384615 0.46153846 0.48076923 0.5
 0.55769231 0.57692308 0.57692308 0.61538462 0.65384615 0.67307692
 0.71153846 0.73076923 0.76923077 0.76923077 0.80769231 0.80769231
 0.82692308 0.82692308 0.86538462 0.86538462 0.92307692 0.92307692
 0.92307692 0.94230769 0.94230769 0.96153846 0.96153846 0.96153846
 0.96153846 0.98076923 0.98076923 0.98076923 1.         1.
 1.         1.         1.        ]",0.8730413105413105,0.0077877044677734375,0.11375832557678223,0.013535261154174805,2516,385,4,3.0991213298436383e-08,4.1723845852620605e-07,3.3653942139850426e-08
0.8644859813084113,0.7128712871287128,0.4461582869737101,"[0.         0.         0.         0.00617284 0.00617284 0.01234568
 0.01234568 0.01234568 0.01234568 0.01234568 0.01234568 0.01234568
 0.01234568 0.01851852 0.0308642  0.03703704 0.04938272 0.04938272
 0.05555556 0.05555556 0.06790123 0.06790123 0.07407407 0.07407407
 0.08641975 0.08641975 0.09876543 0.10493827 0.10493827 0.11728395
 0.11728395 0.12962963 0.12962963 0.13580247 0.13580247 0.14197531
 0.15432099 0.17283951 0.17283951 0.19753086 0.19753086 0.22222222
 0.24074074 0.24691358 0.25925926 0.27777778 0.32098765 0.35802469
 0.42592593 0.48765432 0.57407407 0.7037037  1.        ]","[0.         0.01923077 0.07692308 0.09615385 0.11538462 0.13461538
 0.17307692 0.28846154 0.30769231 0.34615385 0.36538462 0.40384615
 0.42307692 0.42307692 0.5        0.5        0.5        0.57692308
 0.59615385 0.61538462 0.61538462 0.65384615 0.65384615 0.69230769
 0.69230769 0.71153846 0.71153846 0.73076923 0.78846154 0.78846154
 0.82692308 0.82692308 0.84615385 0.84615385 0.86538462 0.88461538
 0.88461538 0.88461538 0.92307692 0.92307692 0.94230769 0.94230769
 0.94230769 0.94230769 0.94230769 0.94230769 0.96153846 0.96153846
 0.96153846 0.96153846 0.96153846 0.98076923 1.        ]",0.916013770180437,0.007381439208984375,0.09496855735778809,0.012369632720947266,2516,385,4,5.6997172656622435e-08,3.437052433124995e-07,4.408415598468633e-08
0.8457943925233645,0.6373626373626373,0.49487325503068347,"[0.         0.         0.         0.00617284 0.00617284 0.00617284
 0.00617284 0.00617284 0.01234568 0.01851852 0.01851852 0.01851852
 0.02469136 0.02469136 0.02469136 0.0308642  0.0308642  0.03703704
 0.03703704 0.04320988 0.04320988 0.05555556 0.0617284  0.07407407
 0.08024691 0.08641975 0.09259259 0.10493827 0.11111111 0.12345679
 0.12345679 0.12962963 0.12962963 0.14197531 0.14197531 0.14814815
 0.15432099 0.15432099 0.17283951 0.17901235 0.18518519 0.19753086
 0.2037037  0.2037037  0.22839506 0.2345679  0.24074074 0.2654321
 0.27160494 0.30246914 0.35185185 0.38271605 0.41975309 0.4691358
 0.50617284 0.61728395 0.77777778 1.        ]","[0.         0.01923077 0.05769231 0.09615385 0.11538462 0.19230769
 0.23076923 0.26923077 0.26923077 0.30769231 0.34615385 0.36538462
 0.36538462 0.40384615 0.44230769 0.44230769 0.46153846 0.48076923
 0.51923077 0.53846154 0.55769231 0.55769231 0.55769231 0.57692308
 0.57692308 0.59615385 0.59615385 0.61538462 0.61538462 0.65384615
 0.69230769 0.71153846 0.73076923 0.73076923 0.75       0.75
 0.76923077 0.78846154 0.78846154 0.82692308 0.82692308 0.82692308
 0.84615385 0.88461538 0.88461538 0.88461538 0.90384615 0.90384615
 0.90384615 0.90384615 0.90384615 0.92307692 0.94230769 0.96153846
 0.96153846 0.96153846 0.98076923 1.        ]",0.8865147198480532,0.01226043701171875,0.11249756813049316,0.006410360336303711,2516,385,4,4.158932679832112e-08,3.183975975219695e-07,2.4335229009751595e-08
0.794392523364486,0.5769230769230769,0.5776631267899631,"[0.         0.         0.         0.01851852 0.01851852 0.0308642
 0.0308642  0.03703704 0.04938272 0.04938272 0.06790123 0.06790123
 0.08024691 0.08024691 0.09876543 0.10493827 0.11111111 0.12345679
 0.12345679 0.12345679 0.12962963 0.12962963 0.13580247 0.13580247
 0.13580247 0.14197531 0.14197531 0.15432099 0.15432099 0.16666667
 0.17283951 0.17283951 0.17901235 0.18518519 0.18518519 0.19753086
 0.19753086 0.2037037  0.21604938 0.22222222 0.2345679  0.24691358
 0.27160494 0.27777778 0.29012346 0.2962963  0.35185185 0.41358025
 0.46296296 0.52469136 0.68518519 1.        ]","[0.         0.01923077 0.05769231 0.13461538 0.17307692 0.17307692
 0.19230769 0.23076923 0.25       0.26923077 0.32692308 0.34615385
 0.36538462 0.38461538 0.38461538 0.42307692 0.44230769 0.44230769
 0.48076923 0.5        0.5        0.51923077 0.51923077 0.53846154
 0.61538462 0.61538462 0.63461538 0.63461538 0.67307692 0.67307692
 0.69230769 0.71153846 0.73076923 0.76923077 0.80769231 0.80769231
 0.82692308 0.82692308 0.84615385 0.86538462 0.86538462 0.86538462
 0.86538462 0.86538462 0.86538462 0.86538462 0.88461538 0.88461538
 0.92307692 0.94230769 0.98076923 1.        ]",0.8417022792022792,0.008694648742675781,0.11774301528930664,0.0061604976654052734,2516,385,4,3.426937296054902e-08,5.798722706699418e-07,2.0299083347731376e-08
0.8317757009345794,0.6170212765957447,0.3839037642305702,"[0.         0.00621118 0.00621118 0.00621118 0.00621118 0.01242236
 0.01242236 0.01242236 0.01863354 0.0310559  0.0310559  0.03726708
 0.05590062 0.05590062 0.0621118  0.06832298 0.07453416 0.07453416
 0.07453416 0.08074534 0.08074534 0.08695652 0.09937888 0.10559006
 0.11180124 0.11180124 0.11801242 0.11801242 0.1242236  0.13664596
 0.13664596 0.13664596 0.14906832 0.17391304 0.17391304 0.18012422
 0.19254658 0.19254658 0.19875776 0.20496894 0.20496894 0.22360248
 0.22981366 0.22981366 0.23602484 0.25465839 0.26708075 0.27329193
 0.29813665 0.32919255 0.38509317 0.47826087 0.59006211 0.72670807
 1.        ]","[0.         0.         0.03773585 0.0754717  0.09433962 0.09433962
 0.1509434  0.18867925 0.22641509 0.26415094 0.30188679 0.30188679
 0.30188679 0.35849057 0.41509434 0.43396226 0.43396226 0.47169811
 0.54716981 0.54716981 0.56603774 0.56603774 0.56603774 0.56603774
 0.60377358 0.62264151 0.62264151 0.66037736 0.66037736 0.67924528
 0.71698113 0.73584906 0.73584906 0.73584906 0.77358491 0.81132075
 0.81132075 0.83018868 0.83018868 0.8490566  0.86792453 0.86792453
 0.86792453 0.88679245 0.88679245 0.88679245 0.88679245 0.90566038
 0.90566038 0.9245283  0.94339623 0.96226415 0.98113208 1.
 1.        ]",0.8797023321223486,0.00778508186340332,0.08969593048095703,0.0065708160400390625,2516,385,4,2.980682542614037e-08,4.141209711369567e-07,1.870563779839498e-08
0.8309859154929577,0.6249999999999999,0.4968872247433212,"[0.         0.         0.00621118 0.01242236 0.01242236 0.01242236
 0.01242236 0.01242236 0.01242236 0.01242236 0.01863354 0.02484472
 0.04347826 0.04347826 0.04968944 0.04968944 0.04968944 0.0621118
 0.0621118  0.08074534 0.08695652 0.0931677  0.0931677  0.10559006
 0.10559006 0.11180124 0.11801242 0.11801242 0.13043478 0.14285714
 0.14285714 0.14906832 0.1552795  0.16770186 0.19254658 0.19254658
 0.19875776 0.20496894 0.2173913  0.23602484 0.2484472  0.25465839
 0.25465839 0.26086957 0.26086957 0.27329193 0.29192547 0.31677019
 0.34161491 0.37888199 0.40993789 0.48447205 0.59006211 0.70807453
 1.        ]","[0.         0.03846154 0.05769231 0.05769231 0.09615385 0.13461538
 0.15384615 0.19230769 0.25       0.26923077 0.26923077 0.30769231
 0.32692308 0.38461538 0.40384615 0.46153846 0.5        0.51923077
 0.53846154 0.55769231 0.57692308 0.61538462 0.63461538 0.63461538
 0.65384615 0.65384615 0.69230769 0.71153846 0.71153846 0.71153846
 0.75       0.76923077 0.76923077 0.78846154 0.78846154 0.80769231
 0.80769231 0.84615385 0.84615385 0.84615385 0.84615385 0.90384615
 0.92307692 0.92307692 0.94230769 0.94230769 0.94230769 0.94230769
 0.94230769 0.94230769 0.94230769 0.96153846 0.98076923 0.98076923
 1.        ]",0.8857501194457715,0.006045103073120117,0.08670473098754883,0.015735864639282227,2516,385,4,2.4513632023942067e-08,3.8887552614956923e-07,6.1219358320162e-08
